exhibition_id,exhibition_title,institution,city,country,category,importance,title,start_date,end_date,artists,curators,status,image_url,source_url,exhibitions_url,website,crawler,scraped_at,updated_at,fetch_status,error_detail,pulse_label,score,reason,human_review_status
whitechapel-gallery-oitij-jo-collective-tufan-unknown,OITIJ-JO Collective: TUFAN,Whitechapel Gallery,London,United Kingdom,museum,global,OITIJ-JO Collective: TUFAN,,,[],[],current,https://www.whitechapelgallery.org/wp-content/uploads/2026/06/Our-Hands-Our-Eyes-2026-artwork-and-image-credit-Jannat-Hussain-570x428.jpg,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=292.",pending
whitechapel-gallery-fozia-ismail-a-song-for-the-xeedho-the-knot-makers-unknown,Fozia Ismail: A Song for the Xeedho – The Knot Makers,Whitechapel Gallery,London,United Kingdom,museum,global,Fozia Ismail: A Song for the Xeedho – The Knot Makers,,,[],[],current,https://www.whitechapelgallery.org/wp-content/uploads/2026/06/Fozia-Ismail_Credit-Lisa-Whiting-Photography-1-570x428.jpg,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=300.",pending
whitechapel-gallery-john-smith-film-programme-unknown,John Smith Film Programme,Whitechapel Gallery,London,United Kingdom,museum,global,John Smith Film Programme,,,[],[],current,https://www.whitechapelgallery.org/wp-content/uploads/2026/06/BLIGHT-1994-96-570x428.jpeg,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=293.",pending
whitechapel-gallery-east-end-voices-film-programme-unknown,East End Voices Film Programme,Whitechapel Gallery,London,United Kingdom,museum,global,East End Voices Film Programme,,,[],[],current,https://www.whitechapelgallery.org/wp-content/uploads/2026/06/LCVA-BB-Film-Programme-570x428.png,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=294.",pending
whitechapel-gallery-cecilia-vicuna-unknown,Cecilia Vicuña,Whitechapel Gallery,London,United Kingdom,museum,global,Cecilia Vicuña,,,[],[],current,https://www.whitechapelgallery.org/wp-content/uploads/2026/06/1.-Cecilia-Vicuna-Quipu-menstrual-1-2006-2024-370x280.jpg,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=291.",pending
whitechapel-gallery-screen-portraits-whitechapel-gallery-artists-part-1-unknown,Screen Portraits: Whitechapel Gallery Artists – Part 1,Whitechapel Gallery,London,United Kingdom,museum,global,Screen Portraits: Whitechapel Gallery Artists – Part 1,,,"[""Screen Portraits: Whitechapel Gallery Artists""]",[],current,https://www.whitechapelgallery.org/wp-content/uploads/2026/03/Hockney2-270x219.jpg,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=301.",pending
whitechapel-gallery-veronica-ryan-multiple-conversations-unknown,Veronica Ryan: Multiple Conversations,Whitechapel Gallery,London,United Kingdom,museum,global,Veronica Ryan: Multiple Conversations,,,[],[],current,https://www.whitechapelgallery.org/wp-content/uploads/2025/11/4.-Veronica-Ryan-Along-a-Spectrum-2021-Installation-view-Spike-Island-270x180.jpg,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=293.",pending
whitechapel-gallery-senga-nengudi-performance-works-1972-1982-unknown,Senga Nengudi: Performance Works 1972-1982,Whitechapel Gallery,London,United Kingdom,museum,global,Senga Nengudi: Performance Works 1972-1982,,,[],[],current,https://www.whitechapelgallery.org/wp-content/uploads/2026/01/Senga-Nengudi-Exhibition-whitechapel-Gallery-2026-5-270x152.png,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=294.",pending
whitechapel-gallery-joy-gregory-selects-film-programme-unknown,Joy Gregory Selects: Film Programme,Whitechapel Gallery,London,United Kingdom,museum,global,Joy Gregory Selects: Film Programme,,,[],[],current,https://www.whitechapelgallery.org/wp-content/uploads/2026/01/Ernest-Cole-Loste-and-Found-by-Raoul-Peck_5@Ernest-Cole-270x151.jpg,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org/exhibitions/,https://www.whitechapelgallery.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=294.",pending
ica-london-exhibitions-unknown,Exhibitions,Institute of Contemporary Arts (ICA London),London,United Kingdom,kunsthalle,global,Exhibitions,,,[],[],current,,https://www.ica.art/whats-on/,https://www.ica.art/whats-on/,https://www.ica.art,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=168.",pending
ica-london-events-unknown,Events,Institute of Contemporary Arts (ICA London),London,United Kingdom,kunsthalle,global,Events,,,[],[],current,,https://www.ica.art/whats-on/,https://www.ica.art/whats-on/,https://www.ica.art,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=168.",pending
ica-london-playback-unknown,Playback,Institute of Contemporary Arts (ICA London),London,United Kingdom,kunsthalle,global,Playback,,,[],[],current,,https://www.ica.art/whats-on/,https://www.ica.art/whats-on/,https://www.ica.art,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=168.",pending
ica-london-what-s-on-unknown,What's On,Institute of Contemporary Arts (ICA London),London,United Kingdom,kunsthalle,global,What's On,,,[],[],current,,https://www.ica.art/whats-on/,https://www.ica.art/whats-on/,https://www.ica.art,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=169.",pending
ica-london-october-unknown,October,Institute of Contemporary Arts (ICA London),London,United Kingdom,kunsthalle,global,October,,,[],[],current,,https://www.ica.art/whats-on/,https://www.ica.art/whats-on/,https://www.ica.art,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=168.",pending
serpentine-galleries-what-s-on-unknown,What's On,Serpentine Galleries,London,United Kingdom,kunsthalle,global,What's On,,,[],[],current,,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=629.",pending
serpentine-galleries-whats-on-unknown,What’s On,Serpentine Galleries,London,United Kingdom,kunsthalle,global,What’s On,,,[],[],current,,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=629.",pending
serpentine-galleries-tours-of-our-exhibitions-unknown,Tours of our Exhibitions,Serpentine Galleries,London,United Kingdom,kunsthalle,global,Tours of our Exhibitions,,,[],[],current,,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=631.",pending
serpentine-galleries-podcast-unknown,Podcast,Serpentine Galleries,London,United Kingdom,kunsthalle,global,Podcast,,,[],[],current,,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=628.",pending
serpentine-galleries-archive-unknown,Archive,Serpentine Galleries,London,United Kingdom,kunsthalle,global,Archive,,,[],[],current,,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=628.",pending
serpentine-galleries-david-hockney-a-year-in-normandie-and-some-other-thoughts-ab-unknown,David Hockney: A Year in Normandie and Some Other Thoughts about Painting,Serpentine Galleries,London,United Kingdom,kunsthalle,global,David Hockney: A Year in Normandie and Some Other Thoughts about Painting,,,[],[],current,https://d37zoqglehb9o7.cloudfront.net/uploads/2025/09/Serp_Hockney_2026_011-640x400.jpg,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=639.",pending
serpentine-galleries-exhibitions-unknown,Exhibitions,Serpentine Galleries,London,United Kingdom,kunsthalle,global,Exhibitions,,,[],[],current,,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=628.",pending
serpentine-galleries-cecily-brown-picture-making-unknown,Cecily Brown: Picture Making,Serpentine Galleries,London,United Kingdom,kunsthalle,global,Cecily Brown: Picture Making,,,[],[],current,https://d37zoqglehb9o7.cloudfront.net/uploads/2026/02/C593-1-28518-640x400.jpg,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=631.",pending
serpentine-galleries-processing-unknown,processing...,Serpentine Galleries,London,United Kingdom,kunsthalle,global,processing...,,,[],[],current,https://d37zoqglehb9o7.cloudfront.net/uploads/2026/07/processing_visual-press2_sign-off-640x400.jpg,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=628.",pending
serpentine-galleries-projects-unknown,Projects,Serpentine Galleries,London,United Kingdom,kunsthalle,global,Projects,,,[],[],current,,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=628.",pending
serpentine-galleries-resource-unknown,Resource,Serpentine Galleries,London,United Kingdom,kunsthalle,global,Resource,,,[],[],current,,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=628.",pending
serpentine-galleries-amar-kanwar-unknown,Amar Kanwar,Serpentine Galleries,London,United Kingdom,kunsthalle,global,Amar Kanwar,,,[],[],current,https://d37zoqglehb9o7.cloudfront.net/uploads/2025/10/lr2-SaM-amar-kanwar-IMG_8453-AA-640x400.jpg,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=629.",pending
serpentine-galleries-justin-caguiat-change-ringing-unknown,Justin Caguiat: Change Ringing,Serpentine Galleries,London,United Kingdom,kunsthalle,global,Justin Caguiat: Change Ringing,,,[],[],current,https://d37zoqglehb9o7.cloudfront.net/uploads/2026/07/JUSTIN-CAGUIAT_1920x1080px_14JUL26-640x400.jpg,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=631.",pending
serpentine-galleries-serpentine-pavilion-2026-by-lanza-atelier-unknown,Serpentine Pavilion 2026 by LANZA atelier,Serpentine Galleries,London,United Kingdom,kunsthalle,global,Serpentine Pavilion 2026 by LANZA atelier,,,[],[],current,https://d37zoqglehb9o7.cloudfront.net/uploads/2026/06/Serpentine-Pavilion-2026_Aerial-View_6_1989-640x400.jpg,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=633.",pending
serpentine-galleries-jesus-rafael-soto-penetrable-bbl-jaune-unknown,Jesús Rafael Soto: Pénétrable BBL Jaune,Serpentine Galleries,London,United Kingdom,kunsthalle,global,Jesús Rafael Soto: Pénétrable BBL Jaune,,,[],[],current,https://d37zoqglehb9o7.cloudfront.net/uploads/2026/06/Serp_Soto_2026_View8_002.1_web-banner-640x400.jpg,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org/whats-on/,https://www.serpentinegalleries.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=kunsthalle, approx_words=633.",pending
whitney-museum-the-whitney-biennial-the-longest-running-survey-of-american--unknown,The Whitney Biennial The longest running survey of American art,Whitney Museum of American Art,New York,United States,museum,global,The Whitney Biennial The longest running survey of American art,,,[],[],current,,https://whitney.org/exhibitions,https://whitney.org/exhibitions,https://whitney.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Buzz,0.828,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=270.",pending
whitney-museum-whitney-biennial-2026-unknown,Whitney Biennial 2026,Whitney Museum of American Art,New York,United States,museum,global,Whitney Biennial 2026,,,[],[],current,https://whitneymedia.org/assets/image/833787/large_BFA_53520_7759682.jpg,https://whitney.org/exhibitions,https://whitney.org/exhibitions,https://whitney.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Buzz,0.827,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=263.",pending
whitney-museum-exhibitions-current-and-upcoming-unknown,Exhibitions Current and upcoming,Whitney Museum of American Art,New York,United States,museum,global,Exhibitions Current and upcoming,,,[],[],current,,https://whitney.org/exhibitions,https://whitney.org/exhibitions,https://whitney.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Buzz,0.736,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=264.",pending
whitney-museum-events-calendar-upcoming-events-tours-programs-and-more-unknown,"Events calendar Upcoming events, tours, programs, and more",Whitney Museum of American Art,New York,United States,museum,global,"Events calendar Upcoming events, tours, programs, and more",,,[],[],current,,https://whitney.org/exhibitions,https://whitney.org/exhibitions,https://whitney.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Buzz,0.736,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=268.",pending
whitney-museum-exhibition-archive-exhibitions-going-back-to-1931-unknown,Exhibition archive Exhibitions going back to 1931,Whitney Museum of American Art,New York,United States,museum,global,Exhibition archive Exhibitions going back to 1931,,,[],[],current,,https://whitney.org/exhibitions,https://whitney.org/exhibitions,https://whitney.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Buzz,0.736,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=267.",pending
whitney-museum-public-programs-events-tours-talks-courses-and-more-unknown,"Public Programs Events, tours, talks, courses, and more",Whitney Museum of American Art,New York,United States,museum,global,"Public Programs Events, tours, talks, courses, and more",,,[],[],current,,https://whitney.org/exhibitions,https://whitney.org/exhibitions,https://whitney.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Buzz,0.736,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=268.",pending
whitney-museum-the-lost-world-the-art-of-minnie-evans-unknown,The Lost World: The Art of Minnie Evans,Whitney Museum of American Art,New York,United States,museum,global,The Lost World: The Art of Minnie Evans,,,[],[],current,https://whitneymedia.org/assets/image/833778/large_EXME072%20Evans.jpg,https://whitney.org/exhibitions,https://whitney.org/exhibitions,https://whitney.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Buzz,0.736,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=268.",pending
whitney-museum-hyundai-terrace-commission-kelly-akashi-unknown,Hyundai Terrace Commission: Kelly Akashi,Whitney Museum of American Art,New York,United States,museum,global,Hyundai Terrace Commission: Kelly Akashi,,,[],[],current,https://whitneymedia.org/assets/image/833597/large_Image%201_Hyundai%20Terrace%20Commission%20Kelly%20Akashi%2C%202026_Photo%20Timothy%20Schenck.jpg,https://whitney.org/exhibitions,https://whitney.org/exhibitions,https://whitney.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Buzz,0.736,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=265.",pending
whitney-museum-mabel-dwight-cool-head-warm-heart-unknown,"Mabel Dwight: Cool Head, Warm Heart",Whitney Museum of American Art,New York,United States,museum,global,"Mabel Dwight: Cool Head, Warm Heart",,,[],[],current,https://whitneymedia.org/assets/image/833182/large_WMAA38139_31_722_cropped.jpg,https://whitney.org/exhibitions,https://whitney.org/exhibitions,https://whitney.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Buzz,0.736,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=266.",pending
whitney-museum-coumba-samba-stars-and-stripes-unknown,Coumba Samba: Stars and Stripes,Whitney Museum of American Art,New York,United States,museum,global,Coumba Samba: Stars and Stripes,,,[],[],current,https://whitneymedia.org/assets/image/833891/large_WMAA188442_Untitled_design-6_web.png,https://whitney.org/exhibitions,https://whitney.org/exhibitions,https://whitney.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Buzz,0.736,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=265.",pending
whitney-museum-performance-upcoming-and-past-unknown,Performance Upcoming and past,Whitney Museum of American Art,New York,United States,museum,global,Performance Upcoming and past,,,[],[],current,,https://whitney.org/exhibitions,https://whitney.org/exhibitions,https://whitney.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Buzz,0.735,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=264.",pending
whitney-museum-andy-warhol-family-album-unknown,Andy Warhol Family Album,Whitney Museum of American Art,New York,United States,museum,global,Andy Warhol Family Album,,,[],[],current,https://whitneymedia.org/assets/image/833449/large_WMAA68946_WMAA68946_2014_29_536_cropped.jpg,https://whitney.org/exhibitions,https://whitney.org/exhibitions,https://whitney.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Buzz,0.735,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=264.",pending
whitney-museum-untitled-america-unknown,“Untitled” (America),Whitney Museum of American Art,New York,United States,museum,global,“Untitled” (America),,,[],[],current,https://whitneymedia.org/assets/image/833049/large_WMAA97701_02_251016_GPowell_Whitney_1409_v2_3x2_web.jpg,https://whitney.org/exhibitions,https://whitney.org/exhibitions,https://whitney.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Buzz,0.735,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=262.",pending
whitney-museum-dyani-white-hawk-nourish-unknown,Dyani White Hawk: Nourish,Whitney Museum of American Art,New York,United States,museum,global,Dyani White Hawk: Nourish,,,[],[],current,https://whitneymedia.org/assets/image/833052/large_WMAA86433_FilipWolak_AnIndigenousPresent_0254_4258.jpg,https://whitney.org/exhibitions,https://whitney.org/exhibitions,https://whitney.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Buzz,0.735,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=264.",pending
whitney-museum-roy-lichtenstein-1997-unknown,Roy Lichtenstein: 1997,Whitney Museum of American Art,New York,United States,museum,global,Roy Lichtenstein: 1997,,,[],[],current,https://whitneymedia.org/assets/image/833779/large_WMAA20998_2019_79_cropped_web.jpg,https://whitney.org/exhibitions,https://whitney.org/exhibitions,https://whitney.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Buzz,0.735,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=263.",pending
artists-space-theresa-hak-kyung-cha-multiple-offerings-unknown,Theresa Hak Kyung Cha: Multiple Offerings,Artists Space,New York,United States,non_profit,national,Theresa Hak Kyung Cha: Multiple Offerings,,,[],[],current,,https://artistsspace.org/exhibitions,https://artistsspace.org/exhibitions,https://artistsspace.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=64.",pending
artists-space-shani-strand-everything-must-be-returned-2025,Shani Strand: Everything Must Be Returned,Artists Space,New York,United States,non_profit,national,Shani Strand: Everything Must Be Returned,2025-12-11,2026-02-21,[],[],past,,https://artistsspace.org/exhibitions,https://artistsspace.org/exhibitions,https://artistsspace.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=65.",pending
artists-space-david-armstrong-portraits-2025,David Armstrong Portraits,Artists Space,New York,United States,non_profit,national,David Armstrong Portraits,2025-12-11,2026-02-21,[],[],past,,https://artistsspace.org/exhibitions,https://artistsspace.org/exhibitions,https://artistsspace.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=62.",pending
artists-space-brad-kronz-2025,Brad Kronz,Artists Space,New York,United States,non_profit,national,Brad Kronz,2025-12-11,2026-02-21,[],[],past,,https://artistsspace.org/exhibitions,https://artistsspace.org/exhibitions,https://artistsspace.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=61.",pending
artists-space-artists-space-exhibitions-upcoming-theresa-hak-kyung-cha-mul-2026,Artists Space Exhibitions Upcoming Theresa Hak Kyung Cha: Multiple Offerings,Artists Space,New York,United States,non_profit,national,Artists Space Exhibitions Upcoming Theresa Hak Kyung Cha: Multiple Offerings,2026-09-11,2026-11-21,"[""Artists Space Exhibitions Upcoming""]",[],upcoming,,https://artistsspace.org/exhibitions,https://artistsspace.org/exhibitions,https://artistsspace.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=72.",pending
artists-space-past-shani-strand-everything-must-be-returned-2026,Past Shani Strand: Everything Must Be Returned,Artists Space,New York,United States,non_profit,national,Past Shani Strand: Everything Must Be Returned,2026-06-12,2026-08-15,"[""Past Shani""]",[],past,,https://artistsspace.org/exhibitions,https://artistsspace.org/exhibitions,https://artistsspace.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=67.",pending
swiss-institute-current-unknown,Current,Swiss Institute,New York,United States,non_profit,national,Current,,,[],[],current,,https://swissinstitute.net/exhibitions,https://swissinstitute.net/exhibitions,https://swissinstitute.net,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=16.",pending
swiss-institute-past-unknown,Past,Swiss Institute,New York,United States,non_profit,national,Past,,,[],[],current,,https://swissinstitute.net/exhibitions,https://swissinstitute.net/exhibitions,https://swissinstitute.net,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=16.",pending
swiss-institute-teens-young-adults-unknown,Teens & Young Adults,Swiss Institute,New York,United States,non_profit,national,Teens & Young Adults,,,[],[],current,,https://swissinstitute.net/exhibitions,https://swissinstitute.net/exhibitions,https://swissinstitute.net,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=19.",pending
swiss-institute-rentals-events-unknown,Rentals & Events,Swiss Institute,New York,United States,non_profit,national,Rentals & Events,,,[],[],current,,https://swissinstitute.net/exhibitions,https://swissinstitute.net/exhibitions,https://swissinstitute.net,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=18.",pending
swiss-institute-exhibitions-unknown,Exhibitions,Swiss Institute,New York,United States,non_profit,national,Exhibitions,,,[],[],current,,https://swissinstitute.net/exhibitions,https://swissinstitute.net/exhibitions,https://swissinstitute.net,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=16.",pending
